record_id,a_party,b_party,start_time,duration_sec,direction,call_type,imei,imsi,lac,cell_id,tower_lat,tower_lon,row_sha256,batch_id,source_filename
CDR00057,+919648877190,+917049451983,2026-08-10T14:46:00,46,MT,voice,067974034471340,404865655125674,4084,52143,30.7126,76.75016,8bc556ffeb31b7c4c6836a862a4cd4c1eff7fd4c3c02c27cbf81c5832cbaf162,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00058,+919648877190,+919044997278,2026-08-10T11:52:00,368,MO,voice,067974034471340,404865655125674,7421,26901,30.7114,76.80256,aad7d6d2007803dd469771e5608c5a86449664bd7fec6590548474936775639f,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00059,+917859770348,+916569816934,2026-08-10T07:28:00,180,MT,voice,477109324808614,404451712748467,6928,21551,30.69241,76.7027,46ffe3ff7043c45e6392753700650795f4567c51da1498a3e75843b98ae2cae4,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00060,+919044997278,+918953394210,2026-08-10T22:55:00,396,MO,voice,558867533963601,404497662702895,6295,92210,30.67794,76.74277,18bcef75c83ba7bd45d570a4136f51dfc897c04afcb4be630b8edb9210825bcb,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00061,+919044997278,+918738721489,2026-08-10T17:42:00,264,MT,voice,558867533963601,404497662702895,8682,67961,30.71577,76.78556,acd93e683cc870a55ac9094e3b5bf53b50d0bd6cbf9da6d8fb72781a722946b9,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00062,+919044997278,+917175946474,2026-08-10T17:34:00,201,MT,voice,558867533963601,404497662702895,8682,67961,30.71577,76.78556,04438744398e6784f897ac612a980e8c8ece2d2fef3a679d99e4c57528d135b8,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00063,+919044997278,+917734670656,2026-08-10T15:35:00,172,MO,voice,558867533963601,404497662702895,8682,67961,30.71577,76.78556,5ba09778ef33b68f2e3324f13c1ad41e6b4748b86497cbdd51a8834321dc1567,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00064,+916611724005,+918738721489,2026-08-10T22:20:00,265,MT,voice,158657809134318,404452858842474,2391,16895,30.65867,76.78053,7799e34db7be8b05b1a44f53a002a1f693f2c4e8d11fc11fc9f5161872b4b702,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00065,+916611724005,+917241904966,2026-08-10T16:07:00,313,MT,voice,158657809134318,404452858842474,9691,38197,30.68514,76.74444,e55712250584f52a21b1d2daef05bacab9c3ff19c37fb476bbf55ae0d2a3ad2b,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00066,+916611724005,+919648877190,2026-08-10T11:18:00,41,MT,voice,158657809134318,404452858842474,8682,67961,30.71577,76.78556,c77d51953c48365fca2d93f596264649c8fe797093da2e337315552dc5f64629,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00067,+917455623869,+917374740748,2026-08-10T15:47:00,265,MO,voice,158657809134318,404491712368516,8601,83889,30.73119,76.74387,0e08a06976811bb93878dc5259659e445b4276ec437c1c2852ce26de6a8ff2ef,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00068,+917455623869,+917241904966,2026-08-10T15:08:00,75,MO,voice,158657809134318,404491712368516,2391,16895,30.65867,76.78053,470ecfcb5d5f25296499238602dd24bba91b033386a99d1c2cd54acf52bb95f8,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00069,+917455623869,+917709521456,2026-08-10T14:40:00,139,MO,voice,158657809134318,404491712368516,2251,76910,30.71599,76.75367,adcba6dd4e3a5f2b4e6713896424cd7cffe1a9203ac47b3f96de67d1daf6fcb1,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00070,+917221969379,+917911718227,2026-08-10T11:00:00,301,MO,voice,158657809134318,404104817549651,9691,38197,30.68514,76.74444,97080b949e719b3040819a63ee81339c911bdd50c0294430cfd454f92ff3e2b5,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00071,+917221969379,+918671369594,2026-08-10T13:48:00,167,MT,voice,158657809134318,404104817549651,8682,67961,30.71577,76.78556,2336b41c01f457bc280c5b4d2975b04718a05ed7abf1af506c0d95ab00b2ee0e,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00072,+917221969379,+917957015430,2026-08-10T14:34:00,398,MO,voice,158657809134318,404104817549651,8682,67961,30.71577,76.78556,2cdd57903f2631f54a45cc6dd4201b8bc4cd050edb2c7e5c9e7358c90e2fd47f,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00073,+917221969379,+917455623869,2026-08-10T12:59:00,38,MT,voice,158657809134318,404104817549651,8682,67961,30.71577,76.78556,ffb0c8e9510252a70baa9a6ef324033d0bea9470f1b60e2e0e3001990966295a,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00074,+917374740748,+916784801845,2026-08-10T07:19:00,310,MO,voice,158657809134318,404457098593174,8682,67961,30.71577,76.78556,dc9d08ae0e25812f62d10f24cda3532e80bd48b4555e0443c936b97534190aab,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00075,+917374740748,+918701436349,2026-08-10T21:41:00,298,MT,voice,158657809134318,404457098593174,8682,67961,30.71577,76.78556,8aaf000fc5ede2d26fbfe0788799d9e995e42715ffae83c9ba947ee76a7c7554,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00076,+917374740748,+918953394210,2026-08-10T21:17:00,118,MO,voice,158657809134318,404457098593174,2391,16895,30.65867,76.78053,78f72e9fbbe70522545041314df91fa880172fa546b123e7e12d80521598f83b,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00077,+917175946474,+916271937452,2026-08-10T12:00:00,397,MT,voice,158657809134318,404861200471138,8601,83889,30.73119,76.74387,4fce5a1b092a67c03739914ec81d153a5c3b91fc45c08d9413e350e95c061030,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00078,+917175946474,+916569816934,2026-08-10T12:39:00,347,MT,voice,158657809134318,404861200471138,8601,83889,30.73119,76.74387,2b8c5b119bb8ad8ba9992cdea0f3b2482f3ead3a96ebe87e580c3ca35730c94a,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00079,+917175946474,+916936183242,2026-08-10T09:25:00,362,MO,voice,158657809134318,404861200471138,8682,67961,30.71577,76.78556,a55e02360b79afe7389e8ca2dc237f617cddc00915653d5d51a24e5d47284c80,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00080,+917175946474,+918671369594,2026-08-10T17:59:00,147,MO,voice,158657809134318,404861200471138,8682,67961,30.71577,76.78556,c20ecf6bee709cd9c30d6d5ff7b0c16b5dbdcdce1d0b6917deae420ae9e5e25c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00081,+918671369594,+917241904966,2026-08-10T17:19:00,318,MO,voice,158657809134318,404456758692617,8682,67961,30.71577,76.78556,665812874f4550a3e3eeab35cc0a63a6590252e6097a07b874d1b55e3cd87f21,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00082,+918671369594,+917734670656,2026-08-10T08:42:00,80,MT,voice,158657809134318,404456758692617,9691,38197,30.68514,76.74444,4cf2061747e722612b51fff9677dd03f9f5cf9f038024b6e1d0e6abff51890e6,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00083,+918671369594,+918953394210,2026-08-10T16:44:00,80,MT,voice,158657809134318,404456758692617,8682,67961,30.71577,76.78556,e735ffe98741c318d98cb265120c6d1238c171c314a02a9041070a791d34fe17,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00084,+918671369594,+918277434873,2026-08-10T11:30:00,98,MT,voice,158657809134318,404456758692617,8601,83889,30.73119,76.74387,bf07c44ff100aaf1283d91b724de8a53db88e8db936d61926398733bc569cdfd,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00085,+917064090974,+917455623869,2026-08-10T22:48:00,295,MO,voice,158657809134318,404206405377351,2391,16895,30.65867,76.78053,2f3def660a1580d61c853bb84ed0049347ad05067d07a4b8052a7a1a53028abe,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00086,+917064090974,+917957015430,2026-08-10T21:33:00,380,MT,voice,158657809134318,404206405377351,6626,21053,30.70055,76.71071,01f70cf21fd6767b9d0698c8ef2cbec24e574dd17ac4c5fe114e3b473d6a399b,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00087,+917064090974,+918489638346,2026-08-10T08:53:00,300,MO,voice,158657809134318,404206405377351,8682,67961,30.71577,76.78556,164d51d7dfe54cf8c8e8caef596b37ca32f991f24de42b24c355d2bcfa6f1c33,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00088,+918953394210,+916936183242,2026-08-10T21:07:00,368,MO,voice,158657809134318,404498506431713,9691,38197,30.68514,76.74444,8c3cfb723650393c3e078b77053e51c5c3ab41d308137c8f0975e66ec8ace01a,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00089,+918953394210,+917957015430,2026-08-10T21:51:00,48,MT,voice,158657809134318,404498506431713,9691,38197,30.68514,76.74444,0000b1837216a61c0db39f2cbcb6c6815d1790eda426c2c0998ed6266d5b503d,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00090,+917709521456,+917049451983,2026-08-10T08:35:00,256,MT,voice,158657809134318,404200053293183,9691,38197,30.68514,76.74444,3c06d4ded111c52f9f9d12d782200315761b80ab186cc39b02be83baaa857a6c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00091,+917709521456,+916271937452,2026-08-10T07:47:00,131,MO,voice,158657809134318,404200053293183,4176,55793,30.68213,76.80499,1aa3f8eeca9a1aaf8c1d047d9ede1a4fd122f981ed3e5e7f93d1d393e524a829,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00092,+917709521456,+916489325288,2026-08-10T08:59:00,55,MT,voice,158657809134318,404200053293183,8601,83889,30.73119,76.74387,0994e44930e308198c1402e2618b841dd1c4d740a5def5d205e8cac716e09676,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00093,+917709521456,+917053315869,2026-08-10T11:49:00,348,MT,voice,158657809134318,404200053293183,9691,38197,30.68514,76.74444,69b9d27a7015513fd9486bbf46760fee95eda63d579827e2b20915454d7dbc06,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00094,+917529042284,+919044997278,2026-08-10T19:05:00,369,MO,voice,102053950240266,404201177589178,2234,33218,30.75416,76.76535,f7ac54337f83153a51296a66c465d62005a3d05b832ffc97806d044fd14901f5,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00095,+917529042284,+918489638346,2026-08-10T12:34:00,221,MO,voice,102053950240266,404201177589178,2234,33218,30.75416,76.76535,5ec2dd67fe95fdae4169447b97107946b0f13092e8615e258f9949af861f010e,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00096,+917529042284,+919104332181,2026-08-10T07:19:00,257,MT,voice,102053950240266,404201177589178,7947,73656,30.71285,76.7397,c12fd37269312b2d6779493ad7ce8a38d65db21edd3e3d3e275350cf77074fde,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00097,+917529042284,+918277434873,2026-08-10T14:29:00,197,MO,voice,102053950240266,404201177589178,3842,88957,30.65834,76.7811,8d8a5eded6bf83a942459eb47e7231b3eb871cdf0e911027a7e9d98046d460e9,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00098,+918159212499,+916784801845,2026-08-10T20:39:00,28,MO,voice,698478961183676,404456576615654,3419,40968,30.65234,76.72072,0196d0538d40df45b375f1adcce956fb6dbfd94e460b052d5a84a6c85d0fba4c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00099,+917049451983,+917374740748,2026-08-10T08:15:00,399,MO,voice,731585149368996,404200940244550,4531,77154,30.65366,76.74159,acf8a9aadeb29dcf20d33c9af389e8fa23cab49739f49daf519b88fc3386d077,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00100,+919104332181,+917175946474,2026-08-11T22:35:00,281,MO,voice,001338908386376,404204026542351,3419,40968,30.65234,76.72072,e937a1c95e84eff10c4bd2343a710a95f1b9e5645a6ea552975d75d15a4c0ca1,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00101,+919104332181,+917529042284,2026-08-11T18:34:00,41,MT,voice,001338908386376,404204026542351,3842,88957,30.65834,76.7811,d9d60ed5409a1eeaef3ddfde00549114b9ccce9ba5f955a236f33528b3da1def,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00102,+917341316475,+917734670656,2026-08-11T16:55:00,36,MT,voice,553419283276486,404455030564139,9149,66446,30.66108,76.73562,2b45c1d73901b48e7c5c89f7eeddfcdf3cfa98b329096433f568afcc7b0d57ee,832279ccb407938aa069e20008b4e250,cdr.csv
